glide_file,glide_path,glide_hash,glide_width,glide_height,ng_path,ng_hash,ng_width,ng_height,hamming_distance
THE LEGEND OF ZELDA#59D94159#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#59D94159#0#2_all.png,8c73bfc2721ec88c,128,256,scenes/shared/spot18_scene/spot18_room_3Tex_00D848.png,8c73bfc2721ec88c,128,256,0
THE LEGEND OF ZELDA#EDA5EA8E#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#EDA5EA8E#0#2_all.png,db4cb4c30c36673c,64,64,objects/object_gnd/gPhantomGanonLimbTex_00A200.png,db44b45b4c36633c,64,64,6
THE LEGEND OF ZELDA#89DF80FB#2#1#1E5E70B7_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#89DF80FB#2#1#1E5E70B7_ciByRGBA.png,958b324b419dfcac,256,256,scenes/mq/ddan_scene/gDCLavaFloor6Tex.png,958b324b419dfcac,256,256,0
THE LEGEND OF ZELDA#6C2741DD#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#6C2741DD#0#2_all.png,d3e39e1a7168d20e,512,256,scenes/shared/spot16_scene/spot16_sceneTex_00BD98.png,d3e39e1a7168d20e,512,256,0
THE LEGEND OF ZELDA#2363B89B#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#2363B89B#3#1_all.png,a4d23cb7dc279883,640,256,textures/icon_item_nes_static/gPauseSelectItem20ENGTex.png,a4d23cb7dc279883,640,256,0
THE LEGEND OF ZELDA#40C552C1#2#1#45681790_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#40C552C1#2#1#45681790_ciByRGBA.png,8080008000800080,64,64,objects/object_in/gIngoAdultEraGradientTex.png,8080008000800080,64,64,0
THE LEGEND OF ZELDA#3B912C92#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#3B912C92#4#0_all.png,9a657193ccc631cd,128,128,textures/kanji/gMsgKanji8293LowercaseSTex.png,9a657193ccc631cd,128,128,0
THE LEGEND OF ZELDA#470B4BA2#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#470B4BA2#0#2_all.png,854e72c51b3e6d32,128,128,scenes/shared/nakaniwa_scene/nakaniwa_room_0Tex_007218.png,854e72c51b3e6d32,128,128,0
THE LEGEND OF ZELDA#5EC513FE#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#5EC513FE#3#0_all.png,9b5b6d2534662371,512,256,scenes/shared/spot00_scene/spot00_sceneTex_01F198.png,9b5b6d2534662371,512,256,0
THE LEGEND OF ZELDA#7CBB3209#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#7CBB3209#4#0_all.png,edcb9265cb389126,256,256,scenes/mq/ganontika_scene/ganontika_room_6Tex_00CB00.png,edcb9265cb389126,256,256,0
THE LEGEND OF ZELDA#FD0FB5AF#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#FD0FB5AF#0#2_all.png,cc9d19ce5c9a19d8,128,512,scenes/shared/spot02_scene/spot02_sceneTex_008680.png,cccd19dc5c9a19d8,128,512,4
THE LEGEND OF ZELDA#D2C225CA#2#1#0A78B438_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#D2C225CA#2#1#0A78B438_ciByRGBA.png,c9c16d532dc38e96,256,256,scenes/mq/jyasinzou_scene/jyasinzou_room_8Tex_005E50.png,c9c16d532dc38e96,256,256,0
THE LEGEND OF ZELDA#F8B0EC83#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#F8B0EC83#0#2_all.png,ebd6502c3e7c8d0a,256,256,scenes/mq/HAKAdanCH_scene/HAKAdanCH_room_4Tex_001498.png,ebd6502c3e7c8d0a,256,256,0
THE LEGEND OF ZELDA#C95A2EE3#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#C95A2EE3#0#3_all.png,cccc3831e3c73333,256,256,textures/icon_item_static/gItemIconBombTex.png,cecc3831e3c72333,256,256,2
THE LEGEND OF ZELDA#065DADEF#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#065DADEF#0#2_all.png,f20c8de7740aa795,64,64,objects/object_gol/gObjectGolEyeWhiteTex.png,f20c8de7740aa795,64,64,0
THE LEGEND OF ZELDA#4FE0B48A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4FE0B48A#0#2_all.png,90a58fda69796465,128,128,objects/object_skj/object_skjTex_005300.png,90a58fda69796465,128,128,0
THE LEGEND OF ZELDA#DF76AADE#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#DF76AADE#0#2_all.png,a8959feeb476c048,256,256,scenes/shared/spot20_scene/spot20_sceneTex_00D1E0.png,a8959feeb476c048,256,256,0
THE LEGEND OF ZELDA#FFE6346E#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#FFE6346E#4#1_all.png,dbb92b0ded509059,256,256,objects/object_mjin/gWarpPadTopTex.png,dbb92b0ded509059,256,256,0
THE LEGEND OF ZELDA#4D64B8BD#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4D64B8BD#3#2_all.png,eac001ef05ff01be,512,256,textures/title_static/gFileSelWindow19Tex.png,eac001ef05fe01bf,512,256,2
THE LEGEND OF ZELDA#DB3C0345#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#DB3C0345#4#0_all.png,c1c93e0ec273d91d,256,192,objects/gameplay_keep/gEffHitMark19Tex.png,c1c93e2ec273991d,256,192,2
THE LEGEND OF ZELDA#696E5F8E#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#696E5F8E#3#2_all.png,d59493d130d634f5,352,128,textures/title_static/gFileSelENDButtonFRATex.png,d5949bd138c632e5,352,128,6
THE LEGEND OF ZELDA#FB8F9EE2#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#FB8F9EE2#3#0_all.png,e8378ff0e0cc37c0,128,128,textures/icon_item_static/gPauseMenuCursorBottomLeftTex.png,e8378ff0e0cc37c0,128,128,0
THE LEGEND OF ZELDA#74757D45#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#74757D45#0#3_all.png,c4e77c4c5391323e,192,192,textures/icon_item_24_static/gQuestIconGoldSkulltulaTex.png,c4e77c4c5391323e,192,192,0
THE LEGEND OF ZELDA#6ED60D3B#2#1#8721C540_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#6ED60D3B#2#1#8721C540_ciByRGBA.png,bfb950b10cd093cb,128,128,scenes/mq/ddan_scene/ddan_room_7Tex_0046F8.png,bfb950b10cd093cb,128,128,0
THE LEGEND OF ZELDA#EA0FDE60#2#1#683874CC_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#EA0FDE60#2#1#683874CC_ciByRGBA.png,fc537909fb02d720,128,128,scenes/mq/Bmori1_scene/Bmori1_room_5Tex_0023D0.png,fc537909fb02d720,128,128,0
THE LEGEND OF ZELDA#9A4F0D2D#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#9A4F0D2D#0#2_all.png,e0b3bea3c6838c9c,256,256,scenes/mq/ddan_scene/ddan_room_5Tex_004EB8.png,e0b7bca3c6838c9c,256,256,2
THE LEGEND OF ZELDA#3713251F#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#3713251F#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#56C366F6#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#56C366F6#3#1_all.png,aedea5d0a85aa4d2,640,256,textures/icon_item_nes_static/gPauseEquipment10ENGTex.png,aedea5d0a85aa4d2,640,256,0
THE LEGEND OF ZELDA#358A09E5#2#1#5B72CFFD_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#358A09E5#2#1#5B72CFFD_ciByRGBA.png,d58fca70aae0f074,32,128,objects/object_ru2/object_ru2Tex_0055C0.png,d58fca70aae0f074,32,128,0
THE LEGEND OF ZELDA#37529592#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#37529592#4#0_all.png,b34c99b5aa448bb3,384,340,textures/map_i_static/gForestTempleRoom4MinimapTex.png,b74889b5aa4c9bb1,384,340,6
THE LEGEND OF ZELDA#1EC6C56B#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#1EC6C56B#3#1_all.png,c0673f9800d1ef6e,1152,192,textures/g_pn_39/gDeathMountainTrailTitleCardENGTex.png,c0673f9800d1ef6e,1152,192,0
THE LEGEND OF ZELDA#D78EB768#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#D78EB768#0#3_all.png,c1c32ffe6a241c3c,192,192,textures/icon_item_24_static/gQuestIconDungeonMapTex.png,c1c32ffe6a241c3c,192,192,0
THE LEGEND OF ZELDA#244A1E19#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#244A1E19#3#1_all.png,d9fe260d6121c93e,1024,128,textures/title_static/gFileSelWhichFile2GERTex.png,d9fe260d6121c93e,1024,128,0
THE LEGEND OF ZELDA#2F0FDA6D#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#2F0FDA6D#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#BF3429C5#2#1#6F65B5C0_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#BF3429C5#2#1#6F65B5C0_ciByRGBA.png,a2fdc2345b96648e,256,512,scenes/mq/ddan_scene/ddan_room_8Tex_0061A0.png,a2fdc2345a96658e,256,512,2
THE LEGEND OF ZELDA#739B4019#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#739B4019#4#1_all.png,964d6cb371929669,256,256,objects/gameplay_keep/gDust6Tex.png,964d6cb3719a9661,256,256,2
THE LEGEND OF ZELDA#DCD836E3#2#1#5B8C5931_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#DCD836E3#2#1#5B8C5931_ciByRGBA.png,a7463646e8b93699,256,512,scenes/mq/ydan_scene/ydan_room_11Tex_0054D8.png,a7463646e8b93699,256,512,0
THE LEGEND OF ZELDA#DFA9A2CA#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#DFA9A2CA#0#2_all.png,ce8d19ce5c9a19d8,128,512,scenes/shared/spot02_scene/spot02_sceneTex_008680.png,cccd19dc5c9a19d8,128,512,4
THE LEGEND OF ZELDA#39D241D5#2#1#FEBF2789_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#39D241D5#2#1#FEBF2789_ciByRGBA.png,fa7a857a85817a85,64,64,objects/object_sa/gSariaHandTex.png,fa7a857a85817a85,64,64,0
THE LEGEND OF ZELDA#74F4743C#2#1#045EE0C6_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#74F4743C#2#1#045EE0C6_ciByRGBA.png,8f8f258f8df00794,256,512,scenes/mq/ddan_scene/ddan_room_0Tex_018C98.png,8f8f078f8df00794,256,512,2
THE LEGEND OF ZELDA#D546091F#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#D546091F#0#2_all.png,afc85b8b60b519c6,64,64,objects/object_md/gMidoPantsTex.png,afc85b8b60b1abc4,64,64,6
THE LEGEND OF ZELDA#F05182E5#2#1#A1802728_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#F05182E5#2#1#A1802728_ciByRGBA.png,f061cf9c9893333c,128,128,objects/object_link_child/gLinkChildEarTex.png,f061cf9c9893333c,128,128,0
THE LEGEND OF ZELDA#DF07B87B#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#DF07B87B#0#2_all.png,9585663bb9746351,256,512,scenes/shared/hakaana_ouke_scene/hakaana_ouke_room_0Tex_005730.png,9685663bb9766191,256,512,6
THE LEGEND OF ZELDA#8592FF6D#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#8592FF6D#0#2_all.png,82a6253d78e958d7,128,128,objects/object_po_sisters/object_po_sistersTex_0058F8.png,82a6253d78e958d7,128,128,0
THE LEGEND OF ZELDA#65C15402#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#65C15402#0#2_all.png,85bc7ac0bce58c5a,64,32,objects/object_gnd/gPhantomGanonLimbTex_00C080.png,85bc7ac0bce58c5a,64,32,0
THE LEGEND OF ZELDA#27EC8D18#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#27EC8D18#4#0_all.png,8000000000000000,1024,512,scenes/mq/jyasinzou_scene/jyasinzou_room_26Tex_00C2F8.png,8000000000000000,256,256,0
THE LEGEND OF ZELDA#38262FB9#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#38262FB9#4#1_all.png,b34e4c939ba6a649,256,512,objects/gameplay_keep/gCircleGlowSLTex.png,b34e4c939ba6a649,256,512,0
THE LEGEND OF ZELDA#C3960D05#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C3960D05#0#2_all.png,ea95958e703c95c3,64,128,objects/object_dh/object_dh_Tex_004A70.png,ea95958e703c95c3,64,128,0
THE LEGEND OF ZELDA#03F0DE0F#2#1#86862FF1_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#03F0DE0F#2#1#86862FF1_ciByRGBA.png,ddf507c5d78094b0,256,512,scenes/shared/ganon_sonogo_scene/ganon_sonogo_room_2Tex_005A40.png,ddf507c5d78094b0,256,512,0
THE LEGEND OF ZELDA#A7CDEC75#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#A7CDEC75#0#2_all.png,eceb965a37308570,256,256,scenes/mq/HIDAN_scene/HIDAN_room_4Tex_0070F0.png,eceb965a37308570,256,256,0
THE LEGEND OF ZELDA#A27BD8AB#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#A27BD8AB#0#2_all.png,ef90c01f96689d65,256,256,objects/object_dy_obj/gGreatFairyEyeClosedTex.png,ef90c01f96689d65,256,256,0
THE LEGEND OF ZELDA#51597974#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#51597974#0#2_all.png,ea973e853c8f8494,256,256,scenes/shared/yousei_izumi_yoko_scene/yousei_izumi_yoko_sceneTex_00BDA0.png,ea973e853c8f8494,256,256,0
THE LEGEND OF ZELDA#0D163548#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#0D163548#0#2_all.png,fc70b978878dc630,256,256,scenes/shared/spot12_scene/spot12_room_0Tex_00EAB0.png,fc70b978878dc630,256,256,0
THE LEGEND OF ZELDA#F4CB0871#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#F4CB0871#4#0_all.png,c3cb2cb62cc93636,128,128,textures/kanji/gMsgKanji8261CapitalBTex.png,c3cb2cb62cc93636,128,128,0
THE LEGEND OF ZELDA#005E1E7A#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#005E1E7A#4#0_all.png,b34ca9b56a455aa9,384,340,textures/map_i_static/gFireTempleRoom7Floor1MinimapTex.png,b34cb5b54a444abb,384,340,8
THE LEGEND OF ZELDA#15E8A816#2#1#369BF7A3_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#15E8A816#2#1#369BF7A3_ciByRGBA.png,a2f77c494f166819,128,256,scenes/shared/spot17_scene/spot17_sceneTex_00D6D8.png,a2f77c494f166819,128,256,0
THE LEGEND OF ZELDA#57F63E03#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#57F63E03#4#0_all.png,96ce66b379381b18,128,128,textures/kanji/gMsgKanji8277CapitalXTex.png,96ce66b379381b18,128,128,0
THE LEGEND OF ZELDA#CF17BB4E#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#CF17BB4E#4#0_all.png,c4c333fcbc13e03c,128,128,textures/nes_font_static/gMsgChar9ALatinSmallLetterOWithCircumflexTex.png,c4c333fcbc13e03c,128,128,0
THE LEGEND OF ZELDA#416367A0#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#416367A0#3#0_all.png,c3c96cb6923c9a39,1024,128,textures/item_name_static/gRedPotionItemNameENGTex.png,c3c96cb6923c9a39,1024,128,0
THE LEGEND OF ZELDA#4E20D789#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#4E20D789#4#0_all.png,d8d8273b0707d837,128,128,textures/nes_font_static/gMsgChar48LatinCapitalLetterHTex.png,d8d8273b0707d837,128,128,0
THE LEGEND OF ZELDA#1039B5B7#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#1039B5B7#0#2_all.png,83b91c78471dad33,256,256,scenes/shared/ganon_tou_scene/ganon_tou_room_0Tex_008550.png,83b91c78471dad33,256,256,0
THE LEGEND OF ZELDA#1714ED8A#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#1714ED8A#4#0_all.png,b649b6b44ba5b249,384,340,textures/map_i_static/gFireTempleRoom4Floor3MinimapTex.png,b649b6b44ba5b249,384,340,0
THE LEGEND OF ZELDA#C5A1B6F8#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C5A1B6F8#0#2_all.png,cc39636e661be41a,256,256,scenes/mq/jyasinzou_scene/jyasinzou_room_23Tex_006C38.png,cc39676e649bc41a,256,256,4
THE LEGEND OF ZELDA#EB6AFC1D#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#EB6AFC1D#0#3_all.png,94946a6ba7366267,256,256,textures/icon_item_static/gItemIconHammerTex.png,94946a6ba7366267,256,256,0
THE LEGEND OF ZELDA#18BC789E#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#18BC789E#0#3_all.png,ce6c30cc67966933,256,256,textures/icon_item_static/gItemIconBottleFairyTex.png,ce6c30cc67966933,256,256,0
THE LEGEND OF ZELDA#C0C4322B#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C0C4322B#0#2_all.png,854a1e3173e5ce96,128,256,objects/object_spot00_objects/gHyruleFieldCastleDrawbridgeChainsTex.png,854a1e317ba5ce96,128,256,2
THE LEGEND OF ZELDA#7CF59EFA#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#7CF59EFA#0#2_all.png,cd2efe0131d26936,64,64,objects/object_bigokuta/object_bigokuta_Tex_006310.png,c92ffe0131d26936,64,64,2
THE LEGEND OF ZELDA#597B8A85#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#597B8A85#3#0_all.png,fdafd0add0d440d0,128,128,textures/icon_item_field_static/gWorldMapAreaBox8Tex.png,ffadd0b5c0d4c0d0,128,128,6
THE LEGEND OF ZELDA#45D1A40D#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#45D1A40D#0#2_all.png,a10ddc7acbe16499,256,512,scenes/shared/nakaniwa_scene/nakaniwa_room_0Tex_00B618.png,a10ddc7acbe16499,256,512,0
THE LEGEND OF ZELDA#E7047652#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#E7047652#3#1_all.png,85dc7ee3c322c06b,1152,192,textures/g_pn_51/gTreasureBoxShopTitleCardENGTex.png,85dc7ee3c322c06b,1152,192,0
THE LEGEND OF ZELDA#DB033A18#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#DB033A18#4#0_all.png,85daed3b60878197,1024,512,scenes/shared/spot16_scene/spot16_sceneTex_016E98.png,85daed3b60878197,1024,512,0
THE LEGEND OF ZELDA#CB0048DF#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#CB0048DF#0#2_all.png,8464793b3bc61d3a,256,256,objects/object_bombf/gBombFlowerLeafOutwardsTex.png,84647b3b3bc61d2a,256,256,2
THE LEGEND OF ZELDA#3020E4A1#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#3020E4A1#3#0_all.png,95327ae364cd584d,512,544,textures/map_grand_static/gLonLonRanchMinimapTex.png,95327ae364cd584d,512,544,0
THE LEGEND OF ZELDA#5D9EA016#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#5D9EA016#0#2_all.png,a9ad495beea4b209,64,128,objects/object_ganon2/gGanonJewelTex.png,a8ad595beea4b209,64,128,2
THE LEGEND OF ZELDA#DE0AF4C7#2#1#BD68377C_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#DE0AF4C7#2#1#BD68377C_ciByRGBA.png,e1c73c39e342518f,256,512,scenes/mq/ydan_scene/ydan_room_9Tex_004C80.png,e1c73c39e342518f,256,512,0
THE LEGEND OF ZELDA#EE0F693F#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#EE0F693F#0#2_all.png,ba5449ab94974ba5,64,128,objects/object_jj/gJabuJabuEyeOpenTex.png,ba5449ab94974ba5,64,128,0
THE LEGEND OF ZELDA#A8C56AC8#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#A8C56AC8#0#2_all.png,f5cdaeb14d082d2c,256,256,scenes/shared/yousei_izumi_yoko_scene/yousei_izumi_yoko_sceneTex_004DA0.png,f5cdaeb14d082d2c,256,256,0
THE LEGEND OF ZELDA#82472A1A#2#1#85F78402_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#82472A1A#2#1#85F78402_ciByRGBA.png,fdbdbcf48400b846,256,256,scenes/mq/Bmori1_scene/Bmori1_room_2Tex_00CF80.png,fdbdbcf48400b846,256,256,0
THE LEGEND OF ZELDA#8573F33D#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#8573F33D#3#1_all.png,c75f7ee0a0a5063c,1152,192,textures/g_pn_53/gGERudosFortressTitleCardENGTex.png,c75f7ee0a0a5063c,1152,192,0
THE LEGEND OF ZELDA#A126E63A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#A126E63A#0#2_all.png,86c341f0af8f64bc,256,256,scenes/mq/ice_doukutu_scene/ice_doukutu_room_0Tex_005750.png,86c341f0af8f64bc,256,256,0
THE LEGEND OF ZELDA#966217E5#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#966217E5#3#1_all.png,d9ff3688c384c037,1024,128,textures/title_static/gFileSelFileCopiedFRATex.png,d9ff3688c384c037,1024,128,0
THE LEGEND OF ZELDA#014D7BA4#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#014D7BA4#0#2_all.png,df00910018006300,256,512,scenes/shared/kinsuta_scene/kinsuta_room_0Tex_006910.png,df00910018006300,256,512,0
THE LEGEND OF ZELDA#FD841A0A#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#FD841A0A#3#1_all.png,c2d23d0db0b4cdd3,128,128,textures/parameter_static/gDefenseHeartFullTex.png,c2d23d0db0b4cdd3,128,128,0
THE LEGEND OF ZELDA#6A082BCE#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#6A082BCE#3#1_all.png,d0d02f2ff97684d0,192,128,textures/title_static/gFileSelConnectorTex.png,d0d02f2ff97684d0,192,128,0
THE LEGEND OF ZELDA#B9B481F7#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#B9B481F7#0#2_all.png,bb6cc093879c936c,32,64,objects/object_gndd/gYoungGanondorfEarTex.png,bb6cc093879c936c,32,64,0
THE LEGEND OF ZELDA#63BFD122#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#63BFD122#0#2_all.png,c49e3d793262654b,128,128,objects/object_hintnuts/object_hintnutsTex_002128.png,c49e3d793262658b,128,128,2
THE LEGEND OF ZELDA#84CCBF7E#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#84CCBF7E#0#2_all.png,eb94d0938e6c92cd,256,256,objects/object_dy_obj/gGreatFairyEyeOpenTex.png,eb94d0938e6c92cd,256,256,0
THE LEGEND OF ZELDA#E4544ABA#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#E4544ABA#4#1_all.png,c36e3c92e06b87c5,256,256,objects/gameplay_keep/gDust3Tex.png,c36e3c92e06b87c5,256,256,0
THE LEGEND OF ZELDA#274BE3E1#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#274BE3E1#4#1_all.png,c53e328d09d6e53a,256,512,objects/gameplay_keep/gCircleGlowRTex.png,c53b329d09d6e43a,256,512,4
THE LEGEND OF ZELDA#D59CA845#2#0#ED35440D_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#D59CA845#2#0#ED35440D_ciByRGBA.png,d3a6e8d15704a8db,512,256,scenes/shared/spot07_scene/spot07_sceneTex_007798.png,d3a6ead15704a8d9,512,256,2
THE LEGEND OF ZELDA#F63ECFD6#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#F63ECFD6#4#0_all.png,b34cb5b74a4459b1,384,340,textures/map_i_static/gFireTempleRoom7Floor1MinimapTex.png,b34cb5b54a444abb,384,340,6
THE LEGEND OF ZELDA#1119D5F8#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#1119D5F8#0#2_all.png,9f3f646066cec8c8,256,256,scenes/shared/spot10_scene/spot10_room_1Tex_003FA0.png,9f3f646066cec8c8,256,256,0
THE LEGEND OF ZELDA#56907D2D#2#1#D33C7FFC_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#56907D2D#2#1#D33C7FFC_ciByRGBA.png,cf153b8f8d30ad84,256,512,scenes/mq/ddan_scene/ddan_room_3Tex_00C438.png,cf157a8f8d30ad84,256,512,2
THE LEGEND OF ZELDA#B8EEC9AB#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#B8EEC9AB#0#3_all.png,c4bc7b063bdb80a9,256,256,textures/icon_item_static/gItemIconSoldOutTex.png,c4bc7b063bdb80a9,256,256,0
THE LEGEND OF ZELDA#90241E3B#2#1#98001DD5_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#90241E3B#2#1#98001DD5_ciByRGBA.png,b9f0950fcac82727,256,128,objects/object_mm/gRunningManMouthOpenTex.png,b9f0950fcac82727,256,128,0
THE LEGEND OF ZELDA#1ACF0748#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#1ACF0748#0#2_all.png,ae952bec16f82598,64,64,objects/object_Bb/object_Bb_Tex_001540.png,ae952bec16f82598,64,64,0
THE LEGEND OF ZELDA#38A73CEA#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#38A73CEA#3#0_all.png,8d4c78296697cab3,640,648,textures/map_grand_static/gLakeHyliaMinimapTex.png,8d4c78296697cab3,640,648,0
THE LEGEND OF ZELDA#1B7B19AF#2#1#A035EF5B_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#1B7B19AF#2#1#A035EF5B_ciByRGBA.png,9a3061c6a59e973d,256,256,objects/object_gla/gGerudoPurpleEyeClosedTex.png,9a3061c6a59e973d,256,256,0
THE LEGEND OF ZELDA#645F55A4#2#1#A504988E_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#645F55A4#2#1#A504988E_ciByRGBA.png,edd23c29c0f03f07,64,64,objects/object_ganon/gGanondorfJawTex.png,edd23c29c0f03f07,64,64,0
THE LEGEND OF ZELDA#162F945B#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#162F945B#3#0_all.png,c360399b369ed961,384,128,textures/do_action_static/gReturnDoActionENGTex.png,c360399b369ed961,384,128,0
THE LEGEND OF ZELDA#82B9549B#2#1#C438812F_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#82B9549B#2#1#C438812F_ciByRGBA.png,93e178b4271a3e66,256,128,objects/object_link_child/gLinkChildSwordJewelTex.png,93e178b4271a3e66,256,128,0
THE LEGEND OF ZELDA#796857E2#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#796857E2#0#2_all.png,ffa832e648c10e9d,128,128,objects/object_horse/gEponaManeTex.png,ffa832e648c10e9d,128,128,0
THE LEGEND OF ZELDA#7E2ADA44#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#7E2ADA44#4#1_all.png,948e6a547c63d68d,128,128,objects/gameplay_keep/gLinkTunic1Tex.png,948e6a547c63d68d,128,128,0
